Victim Age,Victim Sex ,Victim Race ,Reported Date ,Reported Day of Week,Report Month,City,State,Season,Population,Disposition
16,Male,Black,6/12/2010,5,6,St. Louis,MO,Summer,319294,No Arrest
23,Male,Black,6/13/2010,6,6,St. Louis,MO,Summer,319294,Arrest Made
28,Male,Black,6/20/2010,6,6,St. Louis,MO,Summer,319294,Arrest Made
67,Male,White,6/21/2010,0,6,St. Louis,MO,Summer,319294,Arrest Made
22,Male,Black,6/24/2010,3,6,St. Louis,MO,Summer,319294,Arrest Made
35,Male,Hispanic,6/27/2010,6,6,St. Louis,MO,Summer,319294,No Arrest
28,Male,Black,6/29/2010,1,6,St. Louis,MO,Summer,319294,No Arrest
29,Male,Black,7/6/2010,1,7,St. Louis,MO,Summer,319294,Arrest Made
21,Female,Black,7/8/2010,3,7,St. Louis,MO,Summer,319294,No Arrest
26,Male,Black,7/12/2010,0,7,St. Louis,MO,Summer,319294,Arrest Made
16,Male,Black,7/17/2010,5,7,St. Louis,MO,Summer,319294,Arrest Made
37,Male,Hispanic,7/18/2010,6,7,St. Louis,MO,Summer,319294,No Arrest
28,Male,Black,7/23/2010,4,7,St. Louis,MO,Summer,319294,Arrest Made
34,Male,Black,7/24/2010,5,7,St. Louis,MO,Summer,319294,No Arrest
17,Male,Black,7/29/2010,3,7,St. Louis,MO,Summer,319294,Arrest Made
44,Male,Black,8/12/2010,3,8,St. Louis,MO,Summer,319294,No Arrest
46,Female,Black,8/21/2010,5,8,St. Louis,MO,Summer,319294,Arrest Made
20,Male,Black,8/18/2010,2,8,St. Louis,MO,Summer,319294,No Arrest
29,Male,Black,8/26/2010,3,8,St. Louis,MO,Summer,319294,Arrest Made
25,Male,Black,8/27/2010,4,8,St. Louis,MO,Summer,319294,Arrest Made
32,Male,Black,8/27/2010,4,8,St. Louis,MO,Summer,319294,Arrest Made
35,Male,Black,8/30/2010,0,8,St. Louis,MO,Summer,319294,No Arrest
34,Male,Black,9/4/2010,5,9,St. Louis,MO,Fall,319294,Arrest Made
58,Male,Black,9/10/2010,4,9,St. Louis,MO,Fall,319294,No Arrest
22,Male,Black,9/11/2010,5,9,St. Louis,MO,Fall,319294,Arrest Made
25,Male,Black,9/17/2010,4,9,St. Louis,MO,Fall,319294,Arrest Made
26,Male,Black,9/17/2010,4,9,St. Louis,MO,Fall,319294,Arrest Made
29,Male,Black,9/20/2010,0,9,St. Louis,MO,Fall,319294,Arrest Made
22,Male,Black,9/19/2010,6,9,St. Louis,MO,Fall,319294,Arrest Made
16,Male,Black,9/20/2010,0,9,St. Louis,MO,Fall,319294,Arrest Made
24,Male,Black,9/21/2010,1,9,St. Louis,MO,Fall,319294,Arrest Made
22,Male,Black,9/21/2010,1,9,St. Louis,MO,Fall,319294,Arrest Made
17,Male,Black,9/24/2010,4,9,St. Louis,MO,Fall,319294,Arrest Made
36,Male,Black,9/30/2010,3,9,St. Louis,MO,Fall,319294,No Arrest
33,Male,Black,10/6/2010,2,10,St. Louis,MO,Fall,319294,No Arrest
41,Male,Black,10/9/2010,5,10,St. Louis,MO,Fall,319294,No Arrest
23,Male,Black,10/9/2010,5,10,St. Louis,MO,Fall,319294,Arrest Made
22,Male,Black,10/9/2010,5,10,St. Louis,MO,Fall,319294,Arrest Made
21,Male,Black,10/11/2010,0,10,St. Louis,MO,Fall,319294,No Arrest
52,Male,Black,10/16/2010,5,10,St. Louis,MO,Fall,319294,No Arrest
24,Male,Black,10/22/2010,4,10,St. Louis,MO,Fall,319294,Arrest Made
47,Male,Black,10/25/2010,0,10,St. Louis,MO,Fall,319294,Arrest Made
26,Male,Black,10/26/2010,1,10,St. Louis,MO,Fall,319294,No Arrest
24,Male,Black,10/26/2010,1,10,St. Louis,MO,Fall,319294,No Arrest
16,Male,Black,10/27/2010,2,10,St. Louis,MO,Fall,319294,No Arrest
41,Male,Black,10/30/2010,5,10,St. Louis,MO,Fall,319294,Arrest Made
46,Male,Black,10/30/2010,5,10,St. Louis,MO,Fall,319294,Arrest Made
20,Male,Black,11/1/2010,0,11,St. Louis,MO,Fall,319294,No Arrest
25,Male,Black,11/3/2010,2,11,St. Louis,MO,Fall,319294,No Arrest
33,Male,Black,11/4/2010,3,11,St. Louis,MO,Fall,319294,No Arrest
69,Male,Black,11/5/2010,4,11,St. Louis,MO,Fall,319294,No Arrest
29,Male,Black,11/10/2010,2,11,St. Louis,MO,Fall,319294,Arrest Made
35,Male,Black,11/10/2010,2,11,St. Louis,MO,Fall,319294,Arrest Made
25,Male,Black,11/11/2010,3,11,St. Louis,MO,Fall,319294,No Arrest
35,Male,Black,11/12/2010,4,11,St. Louis,MO,Fall,319294,No Arrest
33,Male,Black,11/13/2010,5,11,St. Louis,MO,Fall,319294,Arrest Made
24,Male,Black,11/13/2010,5,11,St. Louis,MO,Fall,319294,Arrest Made
44,Male,Black,11/16/2010,1,11,St. Louis,MO,Fall,319294,No Arrest
21,Male,Black,11/17/2010,2,11,St. Louis,MO,Fall,319294,No Arrest
27,Male,Black,11/19/2010,4,11,St. Louis,MO,Fall,319294,No Arrest
28,Male,Black,11/21/2010,6,11,St. Louis,MO,Fall,319294,No Arrest
42,Male,Black,11/21/2010,6,11,St. Louis,MO,Fall,319294,No Arrest
20,Male,Black,11/23/2010,1,11,St. Louis,MO,Fall,319294,Arrest Made
14,Male,Black,11/23/2010,1,11,St. Louis,MO,Fall,319294,Arrest Made
71,Male,White,11/24/2010,2,11,St. Louis,MO,Fall,319294,Arrest Made
18,Male,Black,11/27/2010,5,11,St. Louis,MO,Fall,319294,No Arrest
29,Male,Black,11/28/2010,6,11,St. Louis,MO,Fall,319294,No Arrest
20,Male,Black,11/28/2010,6,11,St. Louis,MO,Fall,319294,No Arrest
21,Male,Black,11/30/2010,1,11,St. Louis,MO,Fall,319294,No Arrest
29,Male,Black,11/30/2010,1,11,St. Louis,MO,Fall,319294,No Arrest
29,Male,Black,11/30/2010,1,11,St. Louis,MO,Fall,319294,Arrest Made
34,Male,Black,12/4/2010,5,12,St. Louis,MO,Winter,319294,Arrest Made
35,Male,White,12/5/2010,6,12,St. Louis,MO,Winter,319294,No Arrest
41,Male,Black,12/5/2010,6,12,St. Louis,MO,Winter,319294,No Arrest
22,Male,Black,12/11/2010,5,12,St. Louis,MO,Winter,319294,No Arrest
19,Male,Black,12/13/2010,0,12,St. Louis,MO,Winter,319294,No Arrest
59,Female,Black,12/15/2010,2,12,St. Louis,MO,Winter,319294,Arrest Made
32,Male,Black,12/18/2010,5,12,St. Louis,MO,Winter,319294,Arrest Made
26,Female,Black,12/20/2010,0,12,St. Louis,MO,Winter,319294,Arrest Made
43,Female,Black,12/13/2010,0,12,St. Louis,MO,Winter,319294,Arrest Made
20,Male,Black,12/22/2010,2,12,St. Louis,MO,Winter,319294,No Arrest
17,Female,Black,12/25/2010,5,12,St. Louis,MO,Winter,319294,Arrest Made
16,Male,Black,12/25/2010,5,12,St. Louis,MO,Winter,319294,Arrest Made
2,Male,White,12/26/2010,6,12,St. Louis,MO,Winter,319294,Arrest Made
43,Male,Black,12/31/2010,4,12,St. Louis,MO,Winter,319294,No Arrest
41,Female,Black,12/25/2009,4,12,St. Louis,MO,Winter,318842,Arrest Made
43,Male,Black,1/9/2011,6,1,St. Louis,MO,Winter,319417,No Arrest
21,Male,Black,1/26/2011,2,1,St. Louis,MO,Winter,319417,No Arrest
29,Male,Black,2/6/2011,6,2,St. Louis,MO,Winter,319417,Arrest Made
23,Male,Black,2/12/2011,5,2,St. Louis,MO,Winter,319417,Arrest Made
39,Male,Black,2/15/2011,1,2,St. Louis,MO,Winter,319417,Arrest Made
30,Male,Black,2/17/2011,3,2,St. Louis,MO,Winter,319417,Arrest Made
34,Male,Black,2/18/2011,4,2,St. Louis,MO,Winter,319417,No Arrest
73,Male,Black,2/19/2011,5,2,St. Louis,MO,Winter,319417,Arrest Made
16,Female,Black,2/20/2011,6,2,St. Louis,MO,Winter,319417,No Arrest
38,Female,Black,2/24/2011,3,2,St. Louis,MO,Winter,319417,Arrest Made
62,Male,Hispanic,2/26/2011,5,2,St. Louis,MO,Winter,319417,Arrest Made
16,Male,Black,2/26/2011,5,2,St. Louis,MO,Winter,319417,No Arrest
39,Male,Black,2/27/2011,6,2,St. Louis,MO,Winter,319417,Arrest Made
26,Male,Black,3/4/2011,4,3,St. Louis,MO,Spring,319417,No Arrest
35,Male,Black,3/4/2011,4,3,St. Louis,MO,Spring,319417,Arrest Made
28,Male,Black,3/6/2011,6,3,St. Louis,MO,Spring,319417,Arrest Made
48,Male,White,3/8/2011,1,3,St. Louis,MO,Spring,319417,Arrest Made
17,Male,Black,3/8/2011,1,3,St. Louis,MO,Spring,319417,Arrest Made
48,Male,Black,3/12/2011,5,3,St. Louis,MO,Spring,319417,Arrest Made
39,Female,Black,3/17/2011,3,3,St. Louis,MO,Spring,319417,Arrest Made
74,Male,White,3/18/2011,4,3,St. Louis,MO,Spring,319417,Arrest Made
27,Male,Black,3/19/2011,5,3,St. Louis,MO,Spring,319417,No Arrest
37,Male,Black,3/19/2011,5,3,St. Louis,MO,Spring,319417,Arrest Made
56,Male,Black,3/26/2011,5,3,St. Louis,MO,Spring,319417,No Arrest
46,Male,White,3/17/2011,3,3,St. Louis,MO,Spring,319417,Arrest Made
26,Male,Black,4/5/2011,1,4,St. Louis,MO,Spring,319417,Arrest Made
72,Male,Asian,4/16/2011,5,4,St. Louis,MO,Spring,319417,Arrest Made
27,Male,Black,4/22/2011,4,4,St. Louis,MO,Spring,319417,Arrest Made
45,Male,Black,4/23/2011,5,4,St. Louis,MO,Spring,319417,Arrest Made
21,Male,Black,4/23/2011,5,4,St. Louis,MO,Spring,319417,Arrest Made
34,Male,Black,4/24/2011,6,4,St. Louis,MO,Spring,319417,Arrest Made
51,Male,Black,4/27/2011,2,4,St. Louis,MO,Spring,319417,Arrest Made
22,Male,Black,4/28/2011,3,4,St. Louis,MO,Spring,319417,No Arrest
26,Male,Black,4/30/2011,5,4,St. Louis,MO,Spring,319417,No Arrest
24,Male,Black,5/1/2011,6,5,St. Louis,MO,Spring,319417,Arrest Made
36,Male,Black,5/2/2011,0,5,St. Louis,MO,Spring,319417,Arrest Made
40,Male,Black,5/5/2011,3,5,St. Louis,MO,Spring,319417,No Arrest
39,Male,Black,5/5/2011,3,5,St. Louis,MO,Spring,319417,No Arrest
23,Male,Black,5/8/2011,6,5,St. Louis,MO,Spring,319417,Arrest Made
58,Male,White,5/9/2011,0,5,St. Louis,MO,Spring,319417,Arrest Made
45,Male,Black,5/10/2011,1,5,St. Louis,MO,Spring,319417,No Arrest
19,Male,Black,5/11/2011,2,5,St. Louis,MO,Spring,319417,Arrest Made
26,Male,White,5/11/2011,2,5,St. Louis,MO,Spring,319417,No Arrest
21,Male,Black,5/16/2011,0,5,St. Louis,MO,Spring,319417,Arrest Made
35,Male,Black,5/18/2011,2,5,St. Louis,MO,Spring,319417,Arrest Made
71,Male,Black,5/18/2011,2,5,St. Louis,MO,Spring,319417,Arrest Made
16,Female,White,5/19/2011,3,5,St. Louis,MO,Spring,319417,No Arrest
7,Female,Black,5/22/2011,6,5,St. Louis,MO,Spring,319417,Arrest Made
30,Male,Black,5/22/2011,6,5,St. Louis,MO,Spring,319417,No Arrest
41,Male,Black,5/23/2011,0,5,St. Louis,MO,Spring,319417,No Arrest
1,Male,Black,5/25/2011,2,5,St. Louis,MO,Spring,319417,Arrest Made
17,Male,Black,6/7/2011,1,6,St. Louis,MO,Summer,319417,No Arrest
44,Male,Black,6/8/2011,2,6,St. Louis,MO,Summer,319417,No Arrest
29,Male,Black,6/8/2011,2,6,St. Louis,MO,Summer,319417,Arrest Made
37,Male,Black,6/8/2011,2,6,St. Louis,MO,Summer,319417,No Arrest
24,Male,Black,6/9/2011,3,6,St. Louis,MO,Summer,319417,Arrest Made
26,Male,Black,6/9/2011,3,6,St. Louis,MO,Summer,319417,No Arrest
32,Male,Black,6/9/2011,3,6,St. Louis,MO,Summer,319417,Arrest Made
31,Male,Black,6/9/2011,3,6,St. Louis,MO,Summer,319417,No Arrest
42,Male,Black,6/12/2011,6,6,St. Louis,MO,Summer,319417,No Arrest
35,Male,Black,6/13/2011,0,6,St. Louis,MO,Summer,319417,No Arrest
21,Male,Black,6/15/2011,2,6,St. Louis,MO,Summer,319417,Arrest Made
50,Male,Black,6/20/2011,0,6,St. Louis,MO,Summer,319417,No Arrest
48,Male,White,6/19/2011,6,6,St. Louis,MO,Summer,319417,Arrest Made
26,Male,Black,6/28/2011,1,6,St. Louis,MO,Summer,319417,Arrest Made
28,Male,Black,6/29/2011,2,6,St. Louis,MO,Summer,319417,No Arrest
30,Male,Black,6/30/2011,3,6,St. Louis,MO,Summer,319417,No Arrest
38,Male,Black,7/1/2011,4,7,St. Louis,MO,Summer,319417,No Arrest
26,Male,Black,7/1/2011,4,7,St. Louis,MO,Summer,319417,No Arrest
50,Male,Black,7/3/2011,6,7,St. Louis,MO,Summer,319417,Arrest Made
32,Male,Black,7/6/2011,2,7,St. Louis,MO,Summer,319417,No Arrest
22,Male,Black,7/6/2011,2,7,St. Louis,MO,Summer,319417,Arrest Made
37,Male,White,7/9/2011,5,7,St. Louis,MO,Summer,319417,No Arrest
29,Male,White,7/17/2011,6,7,St. Louis,MO,Summer,319417,Arrest Made
32,Male,Black,7/23/2011,5,7,St. Louis,MO,Summer,319417,Arrest Made
34,Male,Black,7/30/2011,5,7,St. Louis,MO,Summer,319417,Arrest Made
52,Male,Black,7/30/2011,5,7,St. Louis,MO,Summer,319417,No Arrest
16,Male,Black,8/1/2011,0,8,St. Louis,MO,Summer,319417,No Arrest
33,Female,Black,8/9/2011,1,8,St. Louis,MO,Summer,319417,No Arrest
19,Male,Black,8/13/2011,5,8,St. Louis,MO,Summer,319417,No Arrest
20,Male,Black,8/14/2011,6,8,St. Louis,MO,Summer,319417,Arrest Made
25,Female,Black,8/22/2011,0,8,St. Louis,MO,Summer,319417,Arrest Made
36,Female,Black,8/23/2011,1,8,St. Louis,MO,Summer,319417,Arrest Made
24,Male,Black,8/27/2011,5,8,St. Louis,MO,Summer,319417,No Arrest
20,Male,Black,8/29/2011,0,8,St. Louis,MO,Summer,319417,Arrest Made
35,Male,Black,9/1/2011,3,9,St. Louis,MO,Fall,319417,No Arrest
30,Male,Black,9/9/2011,4,9,St. Louis,MO,Fall,319417,Arrest Made
29,Female,Black,9/13/2011,1,9,St. Louis,MO,Fall,319417,Arrest Made
47,Male,Black,9/16/2011,4,9,St. Louis,MO,Fall,319417,Arrest Made
20,Female,Black,9/16/2011,4,9,St. Louis,MO,Fall,319417,Arrest Made
19,Male,Black,9/21/2011,2,9,St. Louis,MO,Fall,319417,Arrest Made
40,Male,White,9/22/2011,3,9,St. Louis,MO,Fall,319417,Arrest Made
54,Male,White,9/24/2011,5,9,St. Louis,MO,Fall,319417,Arrest Made
25,Male,Black,9/28/2011,2,9,St. Louis,MO,Fall,319417,Arrest Made
25,Male,Black,10/1/2011,5,10,St. Louis,MO,Fall,319417,Arrest Made
41,Male,Black,10/12/2011,2,10,St. Louis,MO,Fall,319417,No Arrest
63,Male,Black,10/13/2011,3,10,St. Louis,MO,Fall,319417,Arrest Made
62,Male,Black,10/19/2011,2,10,St. Louis,MO,Fall,319417,Arrest Made
25,Male,Black,10/20/2011,3,10,St. Louis,MO,Fall,319417,No Arrest
28,Female,White,10/19/2011,2,10,St. Louis,MO,Fall,319417,No Arrest
38,Male,Black,10/20/2011,3,10,St. Louis,MO,Fall,319417,Arrest Made
39,Male,Black,11/1/2011,1,11,St. Louis,MO,Fall,319417,Arrest Made
53,Male,Black,11/4/2011,4,11,St. Louis,MO,Fall,319417,No Arrest
92,Male,Black,11/6/2011,6,11,St. Louis,MO,Fall,319417,Arrest Made
20,Male,Black,11/11/2011,4,11,St. Louis,MO,Fall,319417,Arrest Made
17,Female,Black,11/13/2011,6,11,St. Louis,MO,Fall,319417,No Arrest
29,Female,Black,11/19/2011,5,11,St. Louis,MO,Fall,319417,Arrest Made
18,Male,Black,11/20/2011,6,11,St. Louis,MO,Fall,319417,Arrest Made
42,Male,Black,12/8/2011,3,12,St. Louis,MO,Winter,319417,No Arrest
22,Male,Black,12/13/2011,1,12,St. Louis,MO,Winter,319417,No Arrest
29,Male,Black,12/18/2011,6,12,St. Louis,MO,Winter,319417,No Arrest
29,Female,Black,2/6/2011,6,2,St. Louis,MO,Winter,319417,Arrest Made
52,Male,Black,1/1/2012,6,1,St. Louis,MO,Winter,319534,Arrest Made
25,Male,Black,1/2/2012,0,1,St. Louis,MO,Winter,319534,Arrest Made
24,Male,Black,1/7/2012,5,1,St. Louis,MO,Winter,319534,Arrest Made
35,Male,Black,1/8/2012,6,1,St. Louis,MO,Winter,319534,No Arrest
35,Male,Black,1/8/2012,6,1,St. Louis,MO,Winter,319534,No Arrest
32,Male,Black,1/14/2012,5,1,St. Louis,MO,Winter,319534,Arrest Made
21,Male,Black,1/16/2012,0,1,St. Louis,MO,Winter,319534,No Arrest
34,Male,Black,1/18/2012,2,1,St. Louis,MO,Winter,319534,Arrest Made
20,Male,White,1/19/2012,3,1,St. Louis,MO,Winter,319534,Arrest Made
16,Male,Black,1/22/2012,6,1,St. Louis,MO,Winter,319534,Arrest Made
34,Male,White,1/26/2012,3,1,St. Louis,MO,Winter,319534,No Arrest
26,Male,Black,2/3/2012,4,2,St. Louis,MO,Winter,319534,No Arrest
55,Male,Black,2/7/2012,1,2,St. Louis,MO,Winter,319534,No Arrest
18,Male,White,2/21/2012,1,2,St. Louis,MO,Winter,319534,Arrest Made
45,Male,Black,2/23/2012,3,2,St. Louis,MO,Winter,319534,Arrest Made
20,Male,Black,2/28/2012,1,2,St. Louis,MO,Winter,319534,No Arrest
41,Male,Black,2/29/2012,2,2,St. Louis,MO,Winter,319534,Arrest Made
29,Male,Black,3/6/2012,1,3,St. Louis,MO,Spring,319534,No Arrest
43,Female,Black,3/8/2012,3,3,St. Louis,MO,Spring,319534,Arrest Made
25,Male,Black,3/12/2012,0,3,St. Louis,MO,Spring,319534,Arrest Made
18,Female,Black,3/12/2012,0,3,St. Louis,MO,Spring,319534,Arrest Made
26,Male,Black,3/25/2012,6,3,St. Louis,MO,Spring,319534,No Arrest
25,Male,Black,3/28/2012,2,3,St. Louis,MO,Spring,319534,Arrest Made
23,Male,Black,4/1/2012,6,4,St. Louis,MO,Spring,319534,Arrest Made
55,Male,Black,3/30/2012,4,3,St. Louis,MO,Spring,319534,Arrest Made
47,Male,Black,4/5/2012,3,4,St. Louis,MO,Spring,319534,Arrest Made
36,Male,Black,4/5/2012,3,4,St. Louis,MO,Spring,319534,No Arrest
24,Male,Black,4/9/2012,0,4,St. Louis,MO,Spring,319534,Arrest Made
18,Male,Black,4/12/2012,3,4,St. Louis,MO,Spring,319534,No Arrest
44,Female,Black,4/16/2012,0,4,St. Louis,MO,Spring,319534,Arrest Made
24,Male,Black,4/24/2012,1,4,St. Louis,MO,Spring,319534,No Arrest
44,Male,Black,4/24/2012,1,4,St. Louis,MO,Spring,319534,Arrest Made
29,Male,Black,4/26/2012,3,4,St. Louis,MO,Spring,319534,Arrest Made
48,Male,Black,4/28/2012,5,4,St. Louis,MO,Spring,319534,No Arrest
30,Male,Black,5/5/2012,5,5,St. Louis,MO,Spring,319534,No Arrest
22,Female,Black,5/5/2012,5,5,St. Louis,MO,Spring,319534,Arrest Made
50,Female,Black,5/5/2012,5,5,St. Louis,MO,Spring,319534,Arrest Made
35,Male,Black,5/8/2012,1,5,St. Louis,MO,Spring,319534,No Arrest
54,Male,Black,5/13/2012,6,5,St. Louis,MO,Spring,319534,Arrest Made
19,Male,Black,5/17/2012,3,5,St. Louis,MO,Spring,319534,Arrest Made
19,Male,Black,5/19/2012,5,5,St. Louis,MO,Spring,319534,Arrest Made
29,Male,Black,5/20/2012,6,5,St. Louis,MO,Spring,319534,No Arrest
22,Male,Black,5/20/2012,6,5,St. Louis,MO,Spring,319534,No Arrest
50,Male,Black,5/25/2012,4,5,St. Louis,MO,Spring,319534,Arrest Made
18,Male,Black,5/26/2012,5,5,St. Louis,MO,Spring,319534,No Arrest
42,Male,Black,6/2/2012,5,6,St. Louis,MO,Summer,319534,No Arrest
31,Male,Black,6/3/2012,6,6,St. Louis,MO,Summer,319534,No Arrest
67,Male,White,6/5/2012,1,6,St. Louis,MO,Summer,319534,Arrest Made
37,Male,Black,6/7/2012,3,6,St. Louis,MO,Summer,319534,No Arrest
22,Female,Black,6/8/2012,4,6,St. Louis,MO,Summer,319534,No Arrest
14,Female,Black,6/10/2012,6,6,St. Louis,MO,Summer,319534,Arrest Made
27,Male,Black,6/12/2012,1,6,St. Louis,MO,Summer,319534,Arrest Made
46,Male,Black,6/13/2012,2,6,St. Louis,MO,Summer,319534,Arrest Made
38,Male,Black,6/15/2012,4,6,St. Louis,MO,Summer,319534,Arrest Made
32,Male,Black,6/15/2012,4,6,St. Louis,MO,Summer,319534,Arrest Made
17,Male,Black,6/20/2012,2,6,St. Louis,MO,Summer,319534,Arrest Made
44,Male,Black,6/26/2012,1,6,St. Louis,MO,Summer,319534,No Arrest
26,Male,Black,6/27/2012,2,6,St. Louis,MO,Summer,319534,Arrest Made
19,Male,Black,7/3/2012,1,7,St. Louis,MO,Summer,319534,Arrest Made
30,Female,Black,7/8/2012,6,7,St. Louis,MO,Summer,319534,No Arrest
36,Male,Black,7/11/2012,2,7,St. Louis,MO,Summer,319534,No Arrest
33,Male,Black,7/12/2012,3,7,St. Louis,MO,Summer,319534,No Arrest
20,Male,Black,7/12/2012,3,7,St. Louis,MO,Summer,319534,No Arrest
33,Male,Black,7/15/2012,6,7,St. Louis,MO,Summer,319534,Arrest Made
35,Male,Black,7/15/2012,6,7,St. Louis,MO,Summer,319534,Arrest Made
36,Male,Black,7/19/2012,3,7,St. Louis,MO,Summer,319534,No Arrest
21,Male,Black,7/21/2012,5,7,St. Louis,MO,Summer,319534,Arrest Made
20,Female,Black,7/26/2012,3,7,St. Louis,MO,Summer,319534,No Arrest
16,Female,Black,7/26/2012,3,7,St. Louis,MO,Summer,319534,No Arrest
19,Male,Black,7/30/2012,0,7,St. Louis,MO,Summer,319534,Arrest Made
18,Female,Black,7/31/2012,1,7,St. Louis,MO,Summer,319534,Arrest Made
31,Male,Black,8/1/2012,2,8,St. Louis,MO,Summer,319534,Arrest Made
24,Male,Black,8/1/2012,2,8,St. Louis,MO,Summer,319534,No Arrest
41,Male,Black,8/6/2012,0,8,St. Louis,MO,Summer,319534,Arrest Made
19,Male,Black,8/6/2012,0,8,St. Louis,MO,Summer,319534,No Arrest
25,Male,Black,8/10/2012,4,8,St. Louis,MO,Summer,319534,No Arrest
26,Male,Black,8/11/2012,5,8,St. Louis,MO,Summer,319534,No Arrest
23,Female,White,8/18/2012,5,8,St. Louis,MO,Summer,319534,Arrest Made
34,Male,Black,8/19/2012,6,8,St. Louis,MO,Summer,319534,No Arrest
19,Male,Black,8/19/2012,6,8,St. Louis,MO,Summer,319534,No Arrest
42,Male,Black,9/4/2012,1,9,St. Louis,MO,Fall,319534,Arrest Made
30,Male,Black,9/7/2012,4,9,St. Louis,MO,Fall,319534,Arrest Made
44,Male,Black,9/10/2012,0,9,St. Louis,MO,Fall,319534,Arrest Made
25,Male,Hispanic,9/10/2012,0,9,St. Louis,MO,Fall,319534,Arrest Made
20,Male,Black,9/10/2012,0,9,St. Louis,MO,Fall,319534,No Arrest
53,Male,Black,9/12/2012,2,9,St. Louis,MO,Fall,319534,Arrest Made
24,Male,Black,9/20/2012,3,9,St. Louis,MO,Fall,319534,Arrest Made
25,Male,Black,9/24/2012,0,9,St. Louis,MO,Fall,319534,No Arrest
1,Male,Black,10/6/2012,5,10,St. Louis,MO,Fall,319534,Arrest Made
37,Male,Hispanic,10/8/2012,0,10,St. Louis,MO,Fall,319534,No Arrest
25,Male,Black,10/10/2012,2,10,St. Louis,MO,Fall,319534,No Arrest
31,Male,Black,10/10/2012,2,10,St. Louis,MO,Fall,319534,No Arrest
26,Female,Black,10/12/2012,4,10,St. Louis,MO,Fall,319534,Arrest Made
60,Male,Black,10/19/2012,4,10,St. Louis,MO,Fall,319534,Arrest Made
27,Male,Black,9/29/2012,5,9,St. Louis,MO,Fall,319534,No Arrest
31,Male,Black,10/27/2012,5,10,St. Louis,MO,Fall,319534,No Arrest
17,Male,Black,11/3/2012,5,11,St. Louis,MO,Fall,319534,No Arrest
33,Male,Black,11/10/2012,5,11,St. Louis,MO,Fall,319534,Arrest Made
26,Male,Black,11/13/2012,1,11,St. Louis,MO,Fall,319534,No Arrest
31,Female,Black,11/15/2012,3,11,St. Louis,MO,Fall,319534,Arrest Made
25,Male,Black,11/10/2012,5,11,St. Louis,MO,Fall,319534,No Arrest
20,Male,Black,11/21/2012,2,11,St. Louis,MO,Fall,319534,Arrest Made
18,Male,Black,12/3/2012,0,12,St. Louis,MO,Winter,319534,No Arrest
25,Male,Black,12/5/2012,2,12,St. Louis,MO,Winter,319534,Arrest Made
27,Male,Black,12/8/2012,5,12,St. Louis,MO,Winter,319534,No Arrest
46,Male,Black,12/8/2012,5,12,St. Louis,MO,Winter,319534,No Arrest
53,Male,White,12/10/2012,0,12,St. Louis,MO,Winter,319534,Arrest Made
29,Male,Black,12/13/2012,3,12,St. Louis,MO,Winter,319534,Arrest Made
22,Male,Black,12/19/2012,2,12,St. Louis,MO,Winter,319534,Arrest Made
36,Male,White,12/23/2012,6,12,St. Louis,MO,Winter,319534,No Arrest
26,Female,Black,12/27/2012,3,12,St. Louis,MO,Winter,319534,Arrest Made
52,Male,Black,1/3/2013,3,1,St. Louis,MO,Winter,318624,Arrest Made
19,Male,Black,1/3/2013,3,1,St. Louis,MO,Winter,318624,Arrest Made
22,Male,White,1/3/2013,3,1,St. Louis,MO,Winter,318624,Arrest Made
30,Female,Black,1/8/2013,1,1,St. Louis,MO,Winter,318624,Arrest Made
41,Male,Black,1/12/2013,5,1,St. Louis,MO,Winter,318624,No Arrest
19,Male,Black,1/12/2013,5,1,St. Louis,MO,Winter,318624,No Arrest
48,Male,Black,1/13/2013,6,1,St. Louis,MO,Winter,318624,No Arrest
18,Male,Black,1/13/2013,6,1,St. Louis,MO,Winter,318624,No Arrest
27,Female,Black,1/15/2013,1,1,St. Louis,MO,Winter,318624,Arrest Made
23,Male,Black,1/15/2013,1,1,St. Louis,MO,Winter,318624,Arrest Made
49,Female,White,1/15/2013,1,1,St. Louis,MO,Winter,318624,Arrest Made
24,Male,Black,1/16/2013,2,1,St. Louis,MO,Winter,318624,No Arrest
28,Male,Black,1/25/2013,4,1,St. Louis,MO,Winter,318624,No Arrest
26,Male,Black,1/25/2013,4,1,St. Louis,MO,Winter,318624,Arrest Made
52,Male,Black,1/26/2013,5,1,St. Louis,MO,Winter,318624,No Arrest
26,Male,Black,1/29/2013,1,1,St. Louis,MO,Winter,318624,Arrest Made
28,Male,Black,2/4/2013,0,2,St. Louis,MO,Winter,318624,No Arrest
46,Male,Black,2/11/2013,0,2,St. Louis,MO,Winter,318624,Arrest Made
33,Male,Black,2/12/2013,1,2,St. Louis,MO,Winter,318624,Arrest Made
52,Male,Black,2/21/2013,3,2,St. Louis,MO,Winter,318624,No Arrest
54,Female,Black,2/28/2013,3,2,St. Louis,MO,Winter,318624,Arrest Made
32,Female,Black,3/5/2013,1,3,St. Louis,MO,Spring,318624,No Arrest
34,Male,Black,3/7/2013,3,3,St. Louis,MO,Spring,318624,No Arrest
21,Male,Black,3/9/2013,5,3,St. Louis,MO,Spring,318624,Arrest Made
28,Male,White,3/10/2013,6,3,St. Louis,MO,Spring,318624,Arrest Made
20,Male,Black,3/30/2013,5,3,St. Louis,MO,Spring,318624,No Arrest
