Victim Age,Victim Sex ,Victim Race ,Reported Date ,Reported Day of Week,Report Month,City,State,Season,Population,Disposition
78,Male,Hispanic,5/4/2010,1,5,Albuquerque,NM,Spring,545852,No Arrest
17,Male,Hispanic,2/16/2010,1,2,Albuquerque,NM,Winter,545852,Arrest Made
15,Female,White,6/1/2010,1,6,Albuquerque,NM,Summer,545852,No Arrest
32,Male,Hispanic,1/1/2010,4,1,Albuquerque,NM,Winter,545852,Arrest Made
72,Female,White,1/2/2010,5,1,Albuquerque,NM,Winter,545852,No Arrest
91,Female,White,1/26/2010,1,1,Albuquerque,NM,Winter,545852,No Arrest
52,Male,Hispanic,1/27/2010,2,1,Albuquerque,NM,Winter,545852,Arrest Made
52,Female,Hispanic,1/27/2010,2,1,Albuquerque,NM,Winter,545852,Arrest Made
56,Male,White,1/30/2010,5,1,Albuquerque,NM,Winter,545852,No Arrest
43,Male,Hispanic,2/10/2010,2,2,Albuquerque,NM,Winter,545852,No Arrest
20,Male,Hispanic,2/12/2010,4,2,Albuquerque,NM,Winter,545852,Arrest Made
46,Male,Hispanic,2/22/2010,0,2,Albuquerque,NM,Winter,545852,No Arrest
16,Male,Other,3/6/2010,5,3,Albuquerque,NM,Spring,545852,Arrest Made
54,Male,Hispanic,3/8/2010,0,3,Albuquerque,NM,Spring,545852,Arrest Made
43,Female,White,3/8/2010,0,3,Albuquerque,NM,Spring,545852,Arrest Made
52,Male,Hispanic,3/22/2010,0,3,Albuquerque,NM,Spring,545852,Arrest Made
22,Female,White,4/2/2010,4,4,Albuquerque,NM,Spring,545852,Arrest Made
49,Male,Hispanic,4/20/2010,1,4,Albuquerque,NM,Spring,545852,Arrest Made
15,Male,Black,4/23/2010,4,4,Albuquerque,NM,Spring,545852,Arrest Made
25,Male,Black,4/23/2010,4,4,Albuquerque,NM,Spring,545852,Arrest Made
20,Male,White,5/18/2010,1,5,Albuquerque,NM,Spring,545852,Arrest Made
47,Male,Other,6/2/2010,2,6,Albuquerque,NM,Summer,545852,Arrest Made
88,Female,White,6/2/2010,2,6,Albuquerque,NM,Summer,545852,No Arrest
27,Female,Hispanic,6/3/2010,3,6,Albuquerque,NM,Summer,545852,Arrest Made
36,Female,White,7/12/2010,0,7,Albuquerque,NM,Summer,545852,No Arrest
47,Female,White,7/12/2010,0,7,Albuquerque,NM,Summer,545852,No Arrest
1,Female,Asian,7/26/2010,0,7,Albuquerque,NM,Summer,545852,No Arrest
58,Male,Hispanic,7/28/2010,2,7,Albuquerque,NM,Summer,545852,No Arrest
42,Male,Hispanic,7/28/2010,2,7,Albuquerque,NM,Summer,545852,No Arrest
50,Male,Hispanic,8/18/2010,2,8,Albuquerque,NM,Summer,545852,Arrest Made
3,Female,Other,8/20/2010,4,8,Albuquerque,NM,Summer,545852,Arrest Made
1,Male,Hispanic,8/22/2010,6,8,Albuquerque,NM,Summer,545852,Arrest Made
21,Female,Hispanic,8/22/2010,6,8,Albuquerque,NM,Summer,545852,Arrest Made
19,Female,Hispanic,9/2/2010,3,9,Albuquerque,NM,Fall,545852,Arrest Made
46,Male,Hispanic,6/6/2011,0,6,Albuquerque,NM,Summer,552105,Arrest Made
95,Female,Other,9/16/2010,3,9,Albuquerque,NM,Fall,545852,No Arrest
24,Male,White,9/19/2010,6,9,Albuquerque,NM,Fall,545852,Arrest Made
41,Male,White,9/19/2010,6,9,Albuquerque,NM,Fall,545852,Arrest Made
50,Male,White,10/9/2010,5,10,Albuquerque,NM,Fall,545852,Arrest Made
51,Male,White,10/24/2010,6,10,Albuquerque,NM,Fall,545852,Arrest Made
18,Male,Black,10/28/2010,3,10,Albuquerque,NM,Fall,545852,Arrest Made
36,Male,Other,11/3/2010,2,11,Albuquerque,NM,Fall,545852,Arrest Made
18,Male,Black,11/7/2010,6,11,Albuquerque,NM,Fall,545852,Arrest Made
27,Male,Other,11/12/2010,4,11,Albuquerque,NM,Fall,545852,Arrest Made
8,Male,White,1/13/2011,3,1,Albuquerque,NM,Winter,552105,Arrest Made
43,Male,Hispanic,1/23/2011,6,1,Albuquerque,NM,Winter,552105,Arrest Made
22,Female,White,1/30/2011,6,1,Albuquerque,NM,Winter,552105,Arrest Made
36,Male,Hispanic,3/16/2011,2,3,Albuquerque,NM,Spring,552105,Arrest Made
64,Female,White,3/18/2011,4,3,Albuquerque,NM,Spring,552105,Arrest Made
30,Male,Hispanic,4/6/2011,2,4,Albuquerque,NM,Spring,552105,Arrest Made
2,Male,Other,4/13/2011,2,4,Albuquerque,NM,Spring,552105,Arrest Made
52,Male,Black,4/14/2011,3,4,Albuquerque,NM,Spring,552105,Arrest Made
39,Male,White,5/4/2011,2,5,Albuquerque,NM,Spring,552105,Arrest Made
50,Female,White,5/9/2011,0,5,Albuquerque,NM,Spring,552105,Arrest Made
49,Male,Other,5/11/2011,2,5,Albuquerque,NM,Spring,552105,Arrest Made
45,Male,Black,5/13/2011,4,5,Albuquerque,NM,Spring,552105,Arrest Made
42,Male,Black,5/18/2011,2,5,Albuquerque,NM,Spring,552105,Arrest Made
49,Male,White,6/1/2011,2,6,Albuquerque,NM,Summer,552105,Arrest Made
19,Male,Hispanic,6/5/2011,6,6,Albuquerque,NM,Summer,552105,Arrest Made
49,Male,White,7/5/2011,1,7,Albuquerque,NM,Summer,552105,Arrest Made
36,Male,Black,7/17/2011,6,7,Albuquerque,NM,Summer,552105,No Arrest
49,Male,White,7/19/2011,1,7,Albuquerque,NM,Summer,552105,Arrest Made
43,Male,White,7/27/2011,2,7,Albuquerque,NM,Summer,552105,No Arrest
31,Male,Black,8/17/2011,2,8,Albuquerque,NM,Summer,552105,No Arrest
0,Male,White,8/25/2011,3,8,Albuquerque,NM,Summer,552105,Arrest Made
0,Male,Other,8/26/2011,4,8,Albuquerque,NM,Summer,552105,Arrest Made
23,Male,Other,8/27/2011,5,8,Albuquerque,NM,Summer,552105,Arrest Made
30,Female,Hispanic,9/6/2011,1,9,Albuquerque,NM,Fall,552105,No Arrest
32,Male,Hispanic,9/11/2011,6,9,Albuquerque,NM,Fall,552105,Arrest Made
51,Male,Hispanic,9/17/2011,5,9,Albuquerque,NM,Fall,552105,No Arrest
16,Male,Hispanic,9/24/2011,5,9,Albuquerque,NM,Fall,552105,Arrest Made
28,Female,Hispanic,10/13/2011,3,10,Albuquerque,NM,Fall,552105,No Arrest
35,Female,Hispanic,11/17/2011,3,11,Albuquerque,NM,Fall,552105,No Arrest
26,Male,Hispanic,11/23/2011,2,11,Albuquerque,NM,Fall,552105,Arrest Made
18,Female,White,12/4/2011,6,12,Albuquerque,NM,Winter,552105,Arrest Made
23,Male,White,12/4/2011,6,12,Albuquerque,NM,Winter,552105,Arrest Made
40,Male,Black,12/9/2011,4,12,Albuquerque,NM,Winter,552105,No Arrest
52,Female,Other,12/15/2011,3,12,Albuquerque,NM,Winter,552105,Arrest Made
19,Male,Hispanic,12/18/2011,6,12,Albuquerque,NM,Winter,552105,Arrest Made
19,Male,Hispanic,12/28/2011,2,12,Albuquerque,NM,Winter,552105,No Arrest
42,Male,Other,1/7/2012,5,1,Albuquerque,NM,Winter,555074,No Arrest
17,Male,Hispanic,1/19/2012,3,1,Albuquerque,NM,Winter,555074,Arrest Made
45,Male,Hispanic,1/24/2012,1,1,Albuquerque,NM,Winter,555074,Arrest Made
21,Male,Hispanic,1/29/2012,6,1,Albuquerque,NM,Winter,555074,No Arrest
42,Male,Hispanic,2/4/2012,5,2,Albuquerque,NM,Winter,555074,Arrest Made
42,Male,White,2/7/2012,1,2,Albuquerque,NM,Winter,555074,No Arrest
94,Female,White,2/15/2012,2,2,Albuquerque,NM,Winter,555074,No Arrest
33,Male,Hispanic,2/25/2012,5,2,Albuquerque,NM,Winter,555074,Arrest Made
33,Male,Hispanic,2/25/2012,5,2,Albuquerque,NM,Winter,555074,Arrest Made
57,Male,Black,3/7/2012,2,3,Albuquerque,NM,Spring,555074,Arrest Made
55,Male,Black,3/8/2012,3,3,Albuquerque,NM,Spring,555074,No Arrest
29,Female,Other,3/10/2012,5,3,Albuquerque,NM,Spring,555074,Arrest Made
53,Male,Hispanic,3/13/2012,1,3,Albuquerque,NM,Spring,555074,Arrest Made
17,Male,Hispanic,3/22/2012,3,3,Albuquerque,NM,Spring,555074,No Arrest
16,Male,White,3/22/2012,3,3,Albuquerque,NM,Spring,555074,No Arrest
23,Male,Hispanic,3/24/2012,5,3,Albuquerque,NM,Spring,555074,Arrest Made
42,Male,Other,3/30/2012,4,3,Albuquerque,NM,Spring,555074,Arrest Made
25,Female,Hispanic,4/28/2012,5,4,Albuquerque,NM,Spring,555074,Arrest Made
26,Female,Hispanic,4/28/2012,5,4,Albuquerque,NM,Spring,555074,Arrest Made
66,Female,White,4/28/2012,5,4,Albuquerque,NM,Spring,555074,No Arrest
5,Male,Hispanic,5/1/2012,1,5,Albuquerque,NM,Spring,555074,Arrest Made
74,Male,Other,5/15/2012,1,5,Albuquerque,NM,Spring,555074,No Arrest
20,Male,Black,6/7/2012,3,6,Albuquerque,NM,Summer,555074,Arrest Made
20,Male,Other,6/21/2012,3,6,Albuquerque,NM,Summer,555074,Arrest Made
69,Male,White,6/21/2012,3,6,Albuquerque,NM,Summer,555074,No Arrest
37,Male,White,7/1/2012,6,7,Albuquerque,NM,Summer,555074,Arrest Made
30,Male,Other,7/7/2012,5,7,Albuquerque,NM,Summer,555074,Arrest Made
36,Male,White,7/17/2012,1,7,Albuquerque,NM,Summer,555074,Arrest Made
59,Male,White,7/17/2012,1,7,Albuquerque,NM,Summer,555074,Arrest Made
33,Male,Hispanic,7/31/2012,1,7,Albuquerque,NM,Summer,555074,Arrest Made
2,Male,Hispanic,8/6/2012,0,8,Albuquerque,NM,Summer,555074,Arrest Made
40,Female,White,8/12/2012,6,8,Albuquerque,NM,Summer,555074,Arrest Made
20,Male,White,8/21/2012,1,8,Albuquerque,NM,Summer,555074,Arrest Made
36,Female,White,8/21/2012,1,8,Albuquerque,NM,Summer,555074,Arrest Made
57,Male,Black,8/31/2012,4,8,Albuquerque,NM,Summer,555074,No Arrest
55,Male,Other,9/17/2012,0,9,Albuquerque,NM,Fall,555074,Arrest Made
49,Male,White,9/23/2012,6,9,Albuquerque,NM,Fall,555074,No Arrest
54,Male,Hispanic,11/10/2012,5,11,Albuquerque,NM,Fall,555074,No Arrest
34,Male,Black,11/10/2012,5,11,Albuquerque,NM,Fall,555074,No Arrest
26,Male,Other,11/12/2012,0,11,Albuquerque,NM,Fall,555074,Arrest Made
1,Female,Hispanic,11/16/2012,4,11,Albuquerque,NM,Fall,555074,Arrest Made
45,Male,White,11/19/2012,0,11,Albuquerque,NM,Fall,555074,Arrest Made
27,Male,Hispanic,11/27/2012,1,11,Albuquerque,NM,Fall,555074,Arrest Made
1,Female,Hispanic,12/21/2012,4,12,Albuquerque,NM,Winter,555074,Arrest Made
43,Male,White,2/25/2013,0,2,Albuquerque,NM,Winter,557547,Arrest Made
38,Male,White,2/25/2013,0,2,Albuquerque,NM,Winter,557547,No Arrest
19,Female,Hispanic,3/29/2013,4,3,Albuquerque,NM,Spring,557547,No Arrest
26,Male,Hispanic,4/2/2013,1,4,Albuquerque,NM,Spring,557547,No Arrest
26,Male,Black,4/7/2013,6,4,Albuquerque,NM,Spring,557547,Arrest Made
38,Male,Other,4/22/2013,0,4,Albuquerque,NM,Spring,557547,Arrest Made
28,Male,Hispanic,4/30/2013,1,4,Albuquerque,NM,Spring,557547,No Arrest
44,Female,Other,5/7/2013,1,5,Albuquerque,NM,Spring,557547,Arrest Made
74,Female,White,5/30/2013,3,5,Albuquerque,NM,Spring,557547,No Arrest
8,Female,White,5/31/2013,4,5,Albuquerque,NM,Spring,557547,Arrest Made
33,Female,White,6/3/2013,0,6,Albuquerque,NM,Summer,557547,No Arrest
33,Male,White,6/13/2013,3,6,Albuquerque,NM,Summer,557547,No Arrest
28,Male,Black,6/15/2013,5,6,Albuquerque,NM,Summer,557547,Arrest Made
27,Male,Hispanic,6/18/2013,1,6,Albuquerque,NM,Summer,557547,No Arrest
40,Male,White,6/21/2013,4,6,Albuquerque,NM,Summer,557547,Arrest Made
34,Male,Black,6/23/2013,6,6,Albuquerque,NM,Summer,557547,No Arrest
32,Male,White,7/19/2013,4,7,Albuquerque,NM,Summer,557547,No Arrest
59,Male,White,7/20/2013,5,7,Albuquerque,NM,Summer,557547,Arrest Made
38,Male,Hispanic,7/22/2013,0,7,Albuquerque,NM,Summer,557547,No Arrest
58,Female,White,7/24/2013,2,7,Albuquerque,NM,Summer,557547,No Arrest
36,Male,White,8/4/2013,6,8,Albuquerque,NM,Summer,557547,Arrest Made
56,Male,Hispanic,8/4/2013,6,8,Albuquerque,NM,Summer,557547,No Arrest
42,Male,White,8/13/2013,1,8,Albuquerque,NM,Summer,557547,Arrest Made
31,Female,Hispanic,8/25/2013,6,8,Albuquerque,NM,Summer,557547,Arrest Made
21,Male,Hispanic,9/1/2013,6,9,Albuquerque,NM,Fall,557547,Arrest Made
15,Male,Hispanic,9/17/2013,1,9,Albuquerque,NM,Fall,557547,Arrest Made
41,Male,Hispanic,10/21/2013,0,10,Albuquerque,NM,Fall,557547,Arrest Made
20,Male,Hispanic,11/16/2013,5,11,Albuquerque,NM,Fall,557547,No Arrest
21,Male,Hispanic,11/17/2013,6,11,Albuquerque,NM,Fall,557547,No Arrest
30,Male,Hispanic,11/19/2013,1,11,Albuquerque,NM,Fall,557547,Arrest Made
22,Female,Other,11/27/2013,2,11,Albuquerque,NM,Fall,557547,Arrest Made
9,Male,Black,12/28/2013,5,12,Albuquerque,NM,Winter,557547,Arrest Made
44,Male,Black,1/14/2014,1,1,Albuquerque,NM,Winter,557566,No Arrest
43,Female,White,1/16/2014,3,1,Albuquerque,NM,Winter,557566,Arrest Made
0,Female,Other,4/15/2014,1,4,Albuquerque,NM,Spring,557566,Arrest Made
53,Female,White,4/22/2014,1,4,Albuquerque,NM,Spring,557566,Arrest Made
65,Male,White,5/27/2014,1,5,Albuquerque,NM,Spring,557566,Arrest Made
30,Male,Other,5/29/2014,3,5,Albuquerque,NM,Spring,557566,No Arrest
26,Female,White,6/27/2014,4,6,Albuquerque,NM,Summer,557566,Arrest Made
53,Female,Other,6/9/2014,0,6,Albuquerque,NM,Summer,557566,No Arrest
0,Male,White,6/28/2014,5,6,Albuquerque,NM,Summer,557566,Arrest Made
53,Female,White,6/30/2014,0,6,Albuquerque,NM,Summer,557566,No Arrest
44,Male,Other,7/19/2014,5,7,Albuquerque,NM,Summer,557566,Arrest Made
46,Male,Other,7/19/2014,5,7,Albuquerque,NM,Summer,557566,Arrest Made
22,Male,White,7/20/2014,6,7,Albuquerque,NM,Summer,557566,No Arrest
27,Female,White,8/8/2014,4,8,Albuquerque,NM,Summer,557566,No Arrest
53,Female,White,8/14/2014,3,8,Albuquerque,NM,Summer,557566,Arrest Made
27,Male,White,8/30/2014,5,8,Albuquerque,NM,Summer,557566,Arrest Made
24,Male,White,9/1/2014,0,9,Albuquerque,NM,Fall,557566,Arrest Made
33,Male,Black,10/9/2014,3,10,Albuquerque,NM,Fall,557566,Arrest Made
90,Female,White,10/15/2014,2,10,Albuquerque,NM,Fall,557566,No Arrest
23,Male,Black,10/17/2014,4,10,Albuquerque,NM,Fall,557566,No Arrest
47,Male,Black,10/26/2014,6,10,Albuquerque,NM,Fall,557566,Arrest Made
48,Male,Black,10/31/2014,4,10,Albuquerque,NM,Fall,557566,Arrest Made
37,Male,Black,11/24/2014,0,11,Albuquerque,NM,Fall,557566,Arrest Made
23,Male,White,11/28/2014,4,11,Albuquerque,NM,Fall,557566,Arrest Made
21,Female,Black,11/29/2014,5,11,Albuquerque,NM,Fall,557566,Arrest Made
22,Male,White,12/17/2014,2,12,Albuquerque,NM,Winter,557566,Arrest Made
34,Male,Black,12/23/2014,1,12,Albuquerque,NM,Winter,557566,Arrest Made
21,Male,White,1/5/2015,0,1,Albuquerque,NM,Winter,558086,Arrest Made
48,Male,White,1/8/2015,3,1,Albuquerque,NM,Winter,558086,Arrest Made
21,Male,White,1/18/2015,6,1,Albuquerque,NM,Winter,558086,No Arrest
45,Female,Hispanic,1/31/2015,5,1,Albuquerque,NM,Winter,558086,No Arrest
43,Male,White,2/1/2015,6,2,Albuquerque,NM,Winter,558086,Arrest Made
25,Male,White,2/1/2015,6,2,Albuquerque,NM,Winter,558086,Arrest Made
36,Male,White,2/2/2015,0,2,Albuquerque,NM,Winter,558086,No Arrest
32,Male,Hispanic,2/19/2015,3,2,Albuquerque,NM,Winter,558086,No Arrest
43,Male,Other,2/21/2015,5,2,Albuquerque,NM,Winter,558086,Arrest Made
31,Female,White,3/14/2015,5,3,Albuquerque,NM,Spring,558086,No Arrest
17,Male,Black,3/22/2015,6,3,Albuquerque,NM,Spring,558086,No Arrest
23,Male,White,4/1/2015,2,4,Albuquerque,NM,Spring,558086,Arrest Made
62,Male,Other,5/14/2015,3,5,Albuquerque,NM,Spring,558086,No Arrest
57,Male,White,5/14/2015,3,5,Albuquerque,NM,Spring,558086,Arrest Made
18,Female,White,5/21/2015,3,5,Albuquerque,NM,Spring,558086,Arrest Made
64,Female,White,5/14/2015,3,5,Albuquerque,NM,Spring,558086,No Arrest
42,Male,Black,5/31/2015,6,5,Albuquerque,NM,Spring,558086,No Arrest
60,Male,White,6/26/2015,4,6,Albuquerque,NM,Summer,558086,No Arrest
17,Male,White,6/29/2015,0,6,Albuquerque,NM,Summer,558086,Arrest Made
49,Female,Other,7/2/2015,3,7,Albuquerque,NM,Summer,558086,No Arrest
49,Female,Other,1/7/2017,5,1,Albuquerque,NM,Winter,559796,No Arrest
29,Male,White,7/11/2015,5,7,Albuquerque,NM,Summer,558086,Arrest Made
14,Male,White,7/27/2015,0,7,Albuquerque,NM,Summer,558086,Arrest Made
21,Male,White,8/1/2015,5,8,Albuquerque,NM,Summer,558086,Arrest Made
0,Female,White,8/9/2015,6,8,Albuquerque,NM,Summer,558086,Arrest Made
54,Male,White,8/15/2015,5,8,Albuquerque,NM,Summer,558086,Arrest Made
62,Male,White,8/22/2015,5,8,Albuquerque,NM,Summer,558086,No Arrest
49,Male,White,8/22/2015,5,8,Albuquerque,NM,Summer,558086,Arrest Made
60,Male,White,8/24/2015,0,8,Albuquerque,NM,Summer,558086,Arrest Made
31,Male,Black,9/2/2015,2,9,Albuquerque,NM,Fall,558086,Arrest Made
69,Male,White,9/7/2015,0,9,Albuquerque,NM,Fall,558086,Arrest Made
30,Male,White,9/29/2015,1,9,Albuquerque,NM,Fall,558086,Arrest Made
1,Female,White,10/9/2015,4,10,Albuquerque,NM,Fall,558086,Arrest Made
37,Male,Other,10/12/2015,0,10,Albuquerque,NM,Fall,558086,No Arrest
44,Male,Other,10/15/2015,3,10,Albuquerque,NM,Fall,558086,Arrest Made
4,Female,White,10/20/2015,1,10,Albuquerque,NM,Fall,558086,Arrest Made
34,Female,White,11/21/2015,5,11,Albuquerque,NM,Fall,558086,Arrest Made
29,Male,White,11/25/2015,2,11,Albuquerque,NM,Fall,558086,No Arrest
33,Male,White,11/27/2015,4,11,Albuquerque,NM,Fall,558086,No Arrest
21,Male,White,12/5/2015,5,12,Albuquerque,NM,Winter,558086,No Arrest
55,Male,Other,12/26/2015,5,12,Albuquerque,NM,Winter,558086,Arrest Made
18,Male,White,12/27/2015,6,12,Albuquerque,NM,Winter,558086,Arrest Made
25,Male,White,1/1/2016,4,1,Albuquerque,NM,Winter,559350,Arrest Made
43,Male,White,1/15/2016,4,1,Albuquerque,NM,Winter,559350,Arrest Made
27,Female,Other,1/20/2016,2,1,Albuquerque,NM,Winter,559350,Arrest Made
30,Female,White,1/20/2016,2,1,Albuquerque,NM,Winter,559350,Arrest Made
32,Male,Other,2/5/2016,4,2,Albuquerque,NM,Winter,559350,No Arrest
24,Male,White,2/5/2016,4,2,Albuquerque,NM,Winter,559350,Arrest Made
38,Male,Other,2/10/2016,2,2,Albuquerque,NM,Winter,559350,Arrest Made
1,Male,White,2/29/2016,0,2,Albuquerque,NM,Winter,559350,Arrest Made
24,Male,White,3/5/2016,5,3,Albuquerque,NM,Spring,559350,Arrest Made
58,Female,White,3/11/2016,4,3,Albuquerque,NM,Spring,559350,No Arrest
37,Male,White,3/15/2016,1,3,Albuquerque,NM,Spring,559350,Arrest Made
26,Male,White,3/31/2016,3,3,Albuquerque,NM,Spring,559350,No Arrest
31,Male,Asian,4/1/2016,4,4,Albuquerque,NM,Spring,559350,No Arrest
31,Male,Asian,4/1/2016,4,4,Albuquerque,NM,Spring,559350,No Arrest
31,Male,White,4/3/2016,6,4,Albuquerque,NM,Spring,559350,Arrest Made
52,Male,White,4/7/2016,3,4,Albuquerque,NM,Spring,559350,Arrest Made
30,Male,White,4/8/2016,4,4,Albuquerque,NM,Spring,559350,Arrest Made
33,Male,White,4/14/2016,3,4,Albuquerque,NM,Spring,559350,Arrest Made
25,Male,White,5/3/2016,1,5,Albuquerque,NM,Spring,559350,No Arrest
33,Male,White,5/6/2016,4,5,Albuquerque,NM,Spring,559350,No Arrest
28,Male,Other,5/7/2016,5,5,Albuquerque,NM,Spring,559350,No Arrest
31,Male,White,5/10/2016,1,5,Albuquerque,NM,Spring,559350,No Arrest
31,Male,White,5/10/2016,1,5,Albuquerque,NM,Spring,559350,No Arrest
46,Male,White,5/20/2016,4,5,Albuquerque,NM,Spring,559350,Arrest Made
23,Male,White,5/29/2016,6,5,Albuquerque,NM,Spring,559350,Arrest Made
52,Male,White,5/31/2016,1,5,Albuquerque,NM,Spring,559350,Arrest Made
26,Female,White,6/7/2016,1,6,Albuquerque,NM,Summer,559350,Arrest Made
22,Male,White,6/11/2016,5,6,Albuquerque,NM,Summer,559350,Arrest Made
49,Male,White,6/20/2016,0,6,Albuquerque,NM,Summer,559350,Arrest Made
33,Male,Other,6/22/2016,2,6,Albuquerque,NM,Summer,559350,Arrest Made
53,Male,Other,6/29/2016,2,6,Albuquerque,NM,Summer,559350,No Arrest
35,Female,White,7/14/2016,3,7,Albuquerque,NM,Summer,559350,Arrest Made
27,Male,White,7/18/2016,0,7,Albuquerque,NM,Summer,559350,No Arrest
20,Male,White,7/22/2016,4,7,Albuquerque,NM,Summer,559350,No Arrest
70,Male,Black,7/22/2016,4,7,Albuquerque,NM,Summer,559350,Arrest Made
59,Female,Black,7/23/2016,5,7,Albuquerque,NM,Summer,559350,No Arrest
34,Male,White,7/26/2016,1,7,Albuquerque,NM,Summer,559350,No Arrest
24,Male,White,8/8/2016,0,8,Albuquerque,NM,Summer,559350,Arrest Made
24,Male,White,8/8/2016,0,8,Albuquerque,NM,Summer,559350,Arrest Made
10,Female,White,8/24/2016,2,8,Albuquerque,NM,Summer,559350,Arrest Made
39,Female,Asian,8/28/2016,6,8,Albuquerque,NM,Summer,559350,No Arrest
11,Female,Asian,8/28/2016,6,8,Albuquerque,NM,Summer,559350,No Arrest
23,Male,White,8/30/2016,1,8,Albuquerque,NM,Summer,559350,Arrest Made
39,Male,White,9/3/2016,5,9,Albuquerque,NM,Fall,559350,Arrest Made
47,Male,White,9/15/2016,3,9,Albuquerque,NM,Fall,559350,Arrest Made
30,Male,Asian,9/21/2016,2,9,Albuquerque,NM,Fall,559350,No Arrest
22,Male,White,11/6/2016,6,11,Albuquerque,NM,Fall,559350,No Arrest
31,Male,White,11/14/2016,0,11,Albuquerque,NM,Fall,559350,Arrest Made
33,Male,White,11/22/2016,1,11,Albuquerque,NM,Fall,559350,Arrest Made
9,Male,White,12/5/2016,0,12,Albuquerque,NM,Winter,559350,No Arrest
6,Female,White,12/5/2016,0,12,Albuquerque,NM,Winter,559350,No Arrest
5,Male,White,12/5/2016,0,12,Albuquerque,NM,Winter,559350,No Arrest
32,Male,White,12/12/2016,0,12,Albuquerque,NM,Winter,559350,Arrest Made
55,Male,White,12/28/2016,2,12,Albuquerque,NM,Winter,559350,Arrest Made
54,Male,White,12/29/2016,3,12,Albuquerque,NM,Winter,559350,Arrest Made
39,Male,Black,1/15/2017,6,1,Albuquerque,NM,Winter,559796,No Arrest
26,Male,White,2/7/2017,1,2,Albuquerque,NM,Winter,559796,No Arrest
58,Male,White,2/27/2017,0,2,Albuquerque,NM,Winter,559796,Arrest Made
30,Male,Hispanic,3/19/2017,6,3,Albuquerque,NM,Spring,559796,Arrest Made
29,Male,Black,1/10/2007,2,1,Atlanta,GA,Winter,410086,Arrest Made
29,Male,Black,1/10/2007,2,1,Atlanta,GA,Winter,410086,Arrest Made
36,Male,Hispanic,1/14/2007,6,1,Atlanta,GA,Winter,410086,Arrest Made
26,Male,Black,1/14/2007,6,1,Atlanta,GA,Winter,410086,Arrest Made
75,Male,Black,1/20/2007,5,1,Atlanta,GA,Winter,410086,No Arrest
22,Male,Black,1/28/2007,6,1,Atlanta,GA,Winter,410086,No Arrest
40,Male,Black,2/4/2007,6,2,Atlanta,GA,Winter,410086,Arrest Made
1,Female,Black,2/15/2007,3,2,Atlanta,GA,Winter,410086,Arrest Made
25,Male,Black,2/25/2007,6,2,Atlanta,GA,Winter,410086,Arrest Made
25,Male,Black,2/25/2007,6,2,Atlanta,GA,Winter,410086,No Arrest
46,Male,Black,2/25/2007,6,2,Atlanta,GA,Winter,410086,Arrest Made
66,Male,Black,3/3/2007,5,3,Atlanta,GA,Spring,410086,No Arrest
20,Male,Black,3/4/2007,6,3,Atlanta,GA,Spring,410086,No Arrest
55,Male,Black,3/5/2007,0,3,Atlanta,GA,Spring,410086,No Arrest
35,Male,Black,3/7/2007,2,3,Atlanta,GA,Spring,410086,No Arrest
35,Male,Black,3/14/2007,2,3,Atlanta,GA,Spring,410086,Arrest Made
23,Male,Black,3/16/2007,4,3,Atlanta,GA,Spring,410086,No Arrest
28,Male,Black,3/17/2007,5,3,Atlanta,GA,Spring,410086,No Arrest
29,Male,White,3/18/2007,6,3,Atlanta,GA,Spring,410086,Arrest Made
25,Female,White,3/18/2007,6,3,Atlanta,GA,Spring,410086,Arrest Made
29,Male,Black,3/20/2007,1,3,Atlanta,GA,Spring,410086,Arrest Made
22,Female,Black,4/3/2007,1,4,Atlanta,GA,Spring,410086,Arrest Made
16,Male,Black,4/3/2007,1,4,Atlanta,GA,Spring,410086,Arrest Made
41,Female,Black,4/5/2007,3,4,Atlanta,GA,Spring,410086,No Arrest
23,Male,Black,4/7/2007,5,4,Atlanta,GA,Spring,410086,No Arrest
2,Female,Black,4/10/2007,1,4,Atlanta,GA,Spring,410086,Arrest Made
29,Male,Black,4/13/2007,4,4,Atlanta,GA,Spring,410086,Arrest Made
35,Male,Hispanic,4/14/2007,5,4,Atlanta,GA,Spring,410086,No Arrest
58,Male,Black,4/20/2007,4,4,Atlanta,GA,Spring,410086,No Arrest
35,Male,Hispanic,4/21/2007,5,4,Atlanta,GA,Spring,410086,No Arrest
22,Male,Black,4/24/2007,1,4,Atlanta,GA,Spring,410086,Arrest Made
19,Male,Black,4/28/2007,5,4,Atlanta,GA,Spring,410086,Arrest Made
40,Male,Black,4/30/2007,0,4,Atlanta,GA,Spring,410086,Arrest Made
23,Male,White,5/1/2007,1,5,Atlanta,GA,Spring,410086,Arrest Made
32,Male,Black,5/2/2007,2,5,Atlanta,GA,Spring,410086,No Arrest
22,Male,Black,5/3/2007,3,5,Atlanta,GA,Spring,410086,No Arrest
17,Male,Black,5/3/2007,3,5,Atlanta,GA,Spring,410086,Arrest Made
26,Male,Black,5/4/2007,4,5,Atlanta,GA,Spring,410086,Arrest Made
34,Male,Black,5/8/2007,1,5,Atlanta,GA,Spring,410086,No Arrest
29,Male,Black,5/9/2007,2,5,Atlanta,GA,Spring,410086,No Arrest
25,Male,Black,5/23/2007,2,5,Atlanta,GA,Spring,410086,No Arrest
63,Male,White,5/27/2007,6,5,Atlanta,GA,Spring,410086,No Arrest
